"GEO.id2","GEO.display-label","PopEstimate","Year","Median household income (dollars)","Percent workers commuting by public transportation","Percent population unemployed","Percent no health insurance coverage","Percent income below poverty level","gdp","CENTLAT","CENTLON","INTPTLAT","INTPTLON","UA","UANAME","UAPOP","UZA","UZA Area SQ Miles","UZA Name","UPTs","VRMs","VRHs","Total_Stations_2017","Total_Funding","Federal_Funding","State_Funding","Local_Funding","Other_Funding"
48700,"Williamsport, PA Metro Area",116670,2008,42084,0.8,4,NA,NA,3642.5,41.3434436,-77.0642256,41.3438824,-77.0552624,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
48740,"Willimantic, CT Micro Area",117345,2008,53810,0.6,6.6,NA,NA,NA,41.8298583,-71.9875453,41.8249987,-71.9907017,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
48900,"Wilmington, NC Metro Area",347012,2008,48111,1,4.1,NA,NA,10461.7,34.2515622,-78.0394924,34.2536905,-78.0416743,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
48980,"Wilson, NC Micro Area",77527,2008,38004,1.5,5.9,NA,NA,NA,35.7051367,-77.9186045,35.7003569,-77.9215978,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49020,"Winchester, VA-WV Metro Area",119512,2008,50999,4.9,3.2,NA,NA,4594.5,39.2721717,-78.4736923,39.2729744,-78.4718276,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49180,"Winston-Salem, NC Metro Area",468124,2008,46028,1.6,4.2,NA,NA,24123.3,36.1849889,-80.3973368,36.1905214,-80.3969197,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49300,"Wooster, OH Micro Area",113812,2008,48360,0.7,3,NA,NA,NA,40.8288234,-81.8880282,40.8296612,-81.8871942,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49340,"Worcester, MA Metro Area",783806,2008,66878,1.4,3.8,NA,NA,32950.9,42.3510197,-71.9073676,42.3116934,-71.940282,"09271","Boston, MA--NH--RI Urbanized Area",4181019,10,1873,"Boston, MA-NH-RI",392126653,99217107,7032902,3450,1754900267,274635250,688702629,268460017,1754900267
49340,"Worcester, MA Metro Area",783806,2008,66878,1.4,3.8,NA,NA,32950.9,42.3510197,-71.9073676,42.3116934,-71.940282,"72505","Providence, RI--MA Urbanized Area",1190956,39,545,"Providence, RI-MA",22232407,14870644,1113542,13,114268610,29477067,44346046,12190873,114268610
49340,"Worcester, MA Metro Area",783806,2008,66878,1.4,3.8,NA,NA,32950.9,42.3510197,-71.9073676,42.3116934,-71.940282,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49420,"Yakima, WA Metro Area",234564,2008,45242,1.8,6.1,NA,NA,7431.8,46.4566994,-120.7377559,46.4565581,-120.7401446,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49620,"York-Hanover, PA Metro Area",424583,2008,56910,0.9,3.2,NA,NA,16912.2,39.9198775,-76.7261948,39.9217514,-76.7288887,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",565947,2008,40549,0.8,4.5,NA,NA,18609.6,41.2377663,-80.568046,41.23646,-80.5617836,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49700,"Yuba City, CA Metro Area",165274,2008,50746,0.8,7.2,NA,NA,4661.5,39.1550034,-121.5185934,39.1652663,-121.5020331,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49740,"Yuma, AZ Metro Area",194322,2008,38930,2.3,4.8,NA,NA,5309.1,NA,NA,NA,NA,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
49780,"Zanesville, OH Micro Area",85087,2008,41569,0.3,6.1,NA,NA,NA,39.9653256,-81.944313,39.9660457,-81.9435064,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",168800971,72036728,4028658,291,789845476,145345159,4490697,467012613,789845476
10140,"Aberdeen, WA Micro Area",71797,2009,36345,2.4,9.2,NA,NA,NA,47.1439499,-123.8276082,47.1137324,-123.8267349,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10180,"Abilene, TX Metro Area",160266,2009,42931,0.3,3.4,NA,NA,5559.1,32.449366,-99.7171399,32.4520222,-99.7187428,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10300,"Adrian, MI Micro Area",99837,2009,45640,0.1,9.2,NA,NA,NA,41.895045,-84.0663824,41.8960225,-84.0743563,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10420,"Akron, OH Metro Area",699935,2009,47482,1.4,7.9,NA,NA,28603.5,41.1487039,-81.3496504,41.1466395,-81.3501104,"17668","Cleveland, OH Urbanized Area",1780673,25,772,"Cleveland, OH",47816064,26315091,2000656,468,327069380,84224259,18406989,170813971,327069380
10420,"Akron, OH Metro Area",699935,2009,47482,1.4,7.9,NA,NA,28603.5,41.1487039,-81.3496504,41.1466395,-81.3501104,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10500,"Albany, GA Metro Area",164238,2009,36218,0.8,7,NA,NA,5031,31.5893916,-84.173913,31.5893026,-84.1749127,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10540,"Albany-Lebanon, OR Micro Area",116584,2009,47669,0.2,6.2,NA,NA,3219.7,44.4890538,-122.5348037,44.4888982,-122.5372084,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10580,"Albany-Schenectady-Troy, NY Metro Area",857592,2009,57677,2.8,4.9,NA,NA,42840.9,42.7880423,-73.9426862,42.7879202,-73.9423479,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10700,"Albertville, AL Micro Area",90399,2009,37284,0,6.7,NA,NA,NA,34.3668764,-86.3066384,34.3095637,-86.3216681,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10740,"Albuquerque, NM Metro Area",856216,2009,46824,1.6,4.9,NA,NA,37739.5,35.1202363,-106.4669011,35.1234965,-106.4583918,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10780,"Alexandria, LA Metro Area",154101,2009,39530,1.1,3.8,NA,NA,5076,31.3301151,-92.5418429,31.3253478,-92.5468034,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10880,"Allegan, MI Micro Area",113449,2009,50316,0.1,7.5,NA,NA,NA,42.5943298,-86.2917639,42.5957875,-86.6347446,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",816012,2009,56802,1.3,5.9,NA,NA,31992.4,40.7894175,-75.4039507,40.7893392,-75.398158,"63217","New York--Newark, NY--NJ--CT Urbanized Area",18351295,1,3450,"New York-Newark, NY-NJ-CT",3969309086,949087265,59960169,5346,18741412914,2826366497,4840408566,4832516377,18741412914
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",816012,2009,56802,1.3,5.9,NA,NA,31992.4,40.7894175,-75.4039507,40.7893392,-75.398158,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11020,"Altoona, PA Metro Area",126122,2009,38455,0.3,4.9,NA,NA,4440,40.4808213,-78.3487515,40.4979217,-78.3106362,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11100,"Amarillo, TX Metro Area",245712,2009,43373,1.4,3.6,NA,NA,10433.1,35.1846894,-101.6261149,35.1848881,-101.6273474,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11180,"Ames, IA Metro Area",87214,2009,45516,6.1,4.1,NA,NA,3700.4,42.0361668,-93.4650441,42.0375379,-93.4660934,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11260,"Anchorage, AK Metro Area",374553,2009,72712,1.2,6.4,NA,NA,26714,62.2229015,-149.5703969,62.2127844,-149.6782218,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11300,"Anderson, IN Metro Area",131417,2009,41741,0.6,7.7,NA,NA,NA,40.1614595,-85.7193464,40.166203,-85.7224543,"41212","Indianapolis, IN Urbanized Area",1487483,33,706,"Indianapolis, IN",8457895,9764313,643360,4,71194169,28677793,11631612,19620732,71194169
11300,"Anderson, IN Metro Area",131417,2009,41741,0.6,7.7,NA,NA,NA,40.1614595,-85.7193464,40.166203,-85.7224543,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11340,"Anderson, SC Metro Area",184901,2009,41246,0.2,7.7,NA,NA,NA,34.5188921,-82.6378703,34.521235,-82.6386029,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11460,"Ann Arbor, MI Metro Area",347563,2009,54603,4.2,6.5,NA,NA,18616.5,42.253195,-83.8387864,42.2522168,-83.8434233,"23824","Detroit, MI Urbanized Area",3734090,11,1337,"Detroit, MI",53419156,31381330,2121440,38,346841133,60729139,99667731,134068345,346841133
11460,"Ann Arbor, MI Metro Area",347563,2009,54603,4.2,6.5,NA,NA,18616.5,42.253195,-83.8387864,42.2522168,-83.8434233,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11500,"Anniston-Oxford, AL Metro Area",114081,2009,36527,0.2,6.9,NA,NA,3766,33.7713812,-85.8261333,33.7717061,-85.8225133,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11540,"Appleton, WI Metro Area",221894,2009,55669,1.2,4.9,NA,NA,9795.4,44.2885814,-88.3704812,44.2906032,-88.3723255,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11700,"Asheville, NC Metro Area",412671,2009,41078,0.4,5.6,NA,NA,13720.1,35.6004225,-82.6824186,35.5956693,-82.6816145,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11780,"Ashtabula, OH Micro Area",100767,2009,39610,0.5,8,NA,NA,NA,41.8956694,-80.7590467,41.9066369,-80.7455916,"17668","Cleveland, OH Urbanized Area",1780673,25,772,"Cleveland, OH",47816064,26315091,2000656,468,327069380,84224259,18406989,170813971,327069380
11780,"Ashtabula, OH Micro Area",100767,2009,39610,0.5,8,NA,NA,NA,41.8956694,-80.7590467,41.9066369,-80.7455916,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
11980,"Athens, TX Micro Area",78921,2009,42289,0.3,4.9,NA,NA,NA,32.2120115,-95.8534974,32.2116334,-95.8534183,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12020,"Athens-Clarke County, GA Metro Area",192222,2009,38994,2.8,5.4,NA,NA,6820.5,33.9489106,-83.2138066,33.943984,-83.2138965,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5476664,2009,55464,3.7,8.1,NA,NA,269570.8,33.6959847,-84.4375903,33.6952909,-84.4389425,"03817","Atlanta, GA Urbanized Area",4515419,9,2645,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5476664,2009,55464,3.7,8.1,NA,NA,269570.8,33.6959847,-84.4375903,33.6952909,-84.4389425,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12100,"Atlantic City-Hammonton, NJ Metro Area",271712,2009,52864,8.1,8.1,NA,NA,12385.3,39.4688129,-74.6335927,39.4693555,-74.6337591,"69076","Philadelphia, PA--NJ--DE--MD Urbanized Area",5441567,5,1981,"Philadelphia, PA-NJ-DE-MD",340245451,111692913,8059135,2281,1753145643,298350751,831820291,114834470,1753145643
12100,"Atlantic City-Hammonton, NJ Metro Area",271712,2009,52864,8.1,8.1,NA,NA,12385.3,39.4688129,-74.6335927,39.4693555,-74.6337591,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12180,"Auburn, NY Micro Area",79526,2009,49543,1,4.6,NA,NA,NA,43.0090248,-76.573736,43.0085456,-76.5745866,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12220,"Auburn-Opelika, AL Metro Area",135883,2009,36925,0.5,7.6,NA,NA,3676.7,32.6011815,-85.3555109,32.6040644,-85.3530477,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12260,"Augusta-Richmond County, GA-SC Metro Area",539652,2009,42146,0.5,6.5,NA,NA,19294.4,33.4347576,-81.9468613,33.4372126,-81.9561564,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12300,"Augusta-Waterville, ME Micro Area",121090,2009,45007,0,4.8,NA,NA,NA,44.4089897,-69.7675998,44.4170119,-69.7657639,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12420,"Austin-Round Rock, TX Metro Area",1705075,2009,56218,2.8,5.9,NA,NA,82326.6,NA,NA,NA,NA,"04384","Austin, TX Urbanized Area",1362416,37,523,"Austin, TX",34214084,19501123,1426988,187,228324576,33092343,2054,163967157,228324576
12420,"Austin-Round Rock, TX Metro Area",1705075,2009,56218,2.8,5.9,NA,NA,82326.6,NA,NA,NA,NA,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12540,"Bakersfield, CA Metro Area",807407,2009,47368,0.9,7.7,NA,NA,29943.5,NA,NA,NA,NA,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12580,"Baltimore-Towson, MD Metro Area",2690886,2009,65392,6.2,5.4,NA,NA,147570.5,39.3050772,-76.550193,39.304361,-76.5495009,"92242","Washington, DC--VA--MD Urbanized Area",4586770,8,1322,"Washington, DC-VA-MD",485450693,167688374,10993859,619,2296383255,340739030,378042475,694068200,2296383255
12580,"Baltimore-Towson, MD Metro Area",2690886,2009,65392,6.2,5.4,NA,NA,147570.5,39.3050772,-76.550193,39.304361,-76.5495009,"04843","Baltimore, MD Urbanized Area",2203663,19,717,"Baltimore, MD",120392685,42186815,3089796,823,783104406,194926530,449070043,7543219,783104406
12580,"Baltimore-Towson, MD Metro Area",2690886,2009,65392,6.2,5.4,NA,NA,147570.5,39.3050772,-76.550193,39.304361,-76.5495009,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12620,"Bangor, ME Metro Area",149419,2009,39906,0.5,4.2,NA,NA,5323.8,45.3972249,-68.6508946,45.4092843,-68.666616,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12700,"Barnstable Town, MA Metro Area",221151,2009,57947,0.8,4.2,NA,NA,8987.4,41.7732559,-70.238428,41.7304179,-70.2844952,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12940,"Baton Rouge, LA Metro Area",786947,2009,47814,1,4.4,NA,NA,40973,30.5700387,-91.1306451,30.5708895,-91.134533,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
12980,"Battle Creek, MI Metro Area",135616,2009,38507,0.4,10.7,NA,NA,4944.3,42.2465021,-85.0055808,42.2429896,-85.0123853,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13020,"Bay City, MI Metro Area",107434,2009,44029,0.9,7.6,NA,NA,2958.3,43.7212025,-83.9416511,43.6997112,-83.9787007,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13140,"Beaumont-Port Arthur, TX Metro Area",378477,2009,43852,0.7,5.1,NA,NA,18664.8,30.0760258,-94.2009036,30.0759278,-94.2027049,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13180,"Beaver Dam, WI Micro Area",87335,2009,49883,0.1,5.5,NA,NA,NA,43.4161708,-88.7075191,43.4226586,-88.7043963,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13220,"Beckley, WV Micro Area",79187,2009,35170,0,3.4,NA,NA,3521,37.7713278,-81.2484458,37.7624694,-81.2646719,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13380,"Bellingham, WA Metro Area",200434,2009,46490,3.9,6.9,NA,NA,8849.2,48.8312925,-121.8723276,48.8426531,-121.8364325,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13460,"Bend, OR Metro Area",158629,2009,52233,1.1,8.6,NA,NA,5770.5,43.915132,-121.226815,43.9151181,-121.2255751,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13740,"Billings, MT Metro Area",153854,2009,46372,0.9,4.7,NA,NA,6694.8,45.6271313,-108.6074449,45.6423886,-108.5995606,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13780,"Binghamton, NY Metro Area",244694,2009,44279,2.7,4.7,NA,NA,8779.4,42.1646724,-76.0249831,42.1639276,-76.0229431,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13820,"Birmingham-Hoover, AL Metro Area",1131070,2009,44868,0.7,6.3,NA,NA,50637.3,33.4625697,-86.8141928,33.4623718,-86.8143378,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13900,"Bismarck, ND Metro Area",106286,2009,55748,0.1,1.4,NA,NA,4853.4,46.8372721,-100.906333,46.8373553,-100.9054499,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",161615,2009,40623,2,6.2,NA,NA,5421.9,37.1866447,-80.5924056,37.1201194,-80.5591473,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14020,"Bloomington, IN Metro Area",185398,2009,37365,2.5,4.1,NA,NA,6231.8,39.154261,-86.7920665,39.1479121,-86.7931726,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14060,"Bloomington-Normal, IL Metro Area",167699,2009,56027,1.9,5.4,NA,NA,NA,40.4908624,-88.8474047,40.4945594,-88.8445391,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14100,"Bloomsburg-Berwick, PA Micro Area",86381,2009,43011,0.2,4.4,NA,NA,3071.7,41.0441317,-76.4589835,41.0404036,-76.4616535,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14140,"Bluefield, WV-VA Micro Area",106828,2009,33398,1.1,3.7,NA,NA,NA,37.2506648,-81.3602279,37.2484625,-81.3593755,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14260,"Boise City-Nampa, ID Metro Area",600973,2009,48284,0.6,7.4,NA,NA,24224.8,43.0098323,-116.1429392,43.0066485,-116.1419089,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4588680,2009,69334,12.2,6,NA,NA,313937.8,42.5153255,-71.0209107,42.517606,-71.0219925,"09271","Boston, MA--NH--RI Urbanized Area",4181019,10,1873,"Boston, MA-NH-RI",378560863,101124312,7181986,3450,1980798282,264692910,774158369,407030740,1980798282
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4588680,2009,69334,12.2,6,NA,NA,313937.8,42.5153255,-71.0209107,42.517606,-71.0219925,"72505","Providence, RI--MA Urbanized Area",1190956,39,545,"Providence, RI-MA",18721597,14932447,1095496,13,126812146,42548540,43438916,11725179,126812146
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4588680,2009,69334,12.2,6,NA,NA,313937.8,42.5153255,-71.0209107,42.517606,-71.0219925,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14500,"Boulder, CO Metro Area",303482,2009,63431,5.3,5.6,NA,NA,18220.2,40.092445,-105.3577027,40.0949699,-105.3976911,"23527","Denver--Aurora, CO Urbanized Area",2374203,18,668,"Denver-Aurora, CO",98733227,55255336,3591356,483,854793606,195560460,1796388,522915246,854793606
14500,"Boulder, CO Metro Area",303482,2009,63431,5.3,5.6,NA,NA,18220.2,40.092445,-105.3577027,40.0949699,-105.3976911,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14540,"Bowling Green, KY Metro Area",121919,2009,41097,0.3,5.3,NA,NA,5001.9,37.0710773,-86.3572155,37.0877399,-86.3540909,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14580,"Bozeman, MT Micro Area",90343,2009,45607,0.9,5.5,NA,NA,NA,45.5370953,-111.1705156,45.5180536,-111.1639214,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14600,"Bradenton-Sarasota-Venice, FL Metro Area",688126,2009,45377,0.7,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14660,"Brainerd, MN Micro Area",91257,2009,41550,0.3,5.4,NA,NA,NA,46.797279,-94.2432521,46.7672909,-94.2238624,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14700,"Branson, MO Micro Area",79447,2009,39956,0.6,7.6,NA,NA,NA,36.6953277,-93.2232728,36.695008,-93.2235611,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14740,"Bremerton-Silverdale, WA Metro Area",240862,2009,60882,7.4,5.7,NA,NA,9335,47.6393911,-122.6494047,47.6396874,-122.6496358,"80389","Seattle, WA Urbanized Area",3059393,14,1010,"Seattle, WA",188380030,103902170,6750998,1027,1880049441,318255694,241765322,787316212,1880049441
14740,"Bremerton-Silverdale, WA Metro Area",240862,2009,60882,7.4,5.7,NA,NA,9335,47.6393911,-122.6494047,47.6396874,-122.6496358,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",901208,2009,79063,9.6,6.6,NA,NA,83664.4,41.2247152,-73.3712486,41.2274128,-73.3670614,"63217","New York--Newark, NY--NJ--CT Urbanized Area",18351295,1,3450,"New York-Newark, NY-NJ-CT",3969309086,949087265,59960169,5346,18741412914,2826366497,4840408566,4832516377,18741412914
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",901208,2009,79063,9.6,6.6,NA,NA,83664.4,41.2247152,-73.3712486,41.2274128,-73.3670614,"10162","Bridgeport--Stamford, CT--NY Urbanized Area",923311,48,466,"Bridgeport-Stamford, CT-NY",10848620,6796863,579503,7,55486981,5473845,35805646,1426538,55486981
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",901208,2009,79063,9.6,6.6,NA,NA,83664.4,41.2247152,-73.3712486,41.2274128,-73.3670614,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
15180,"Brownsville-Harlingen, TX Metro Area",396371,2009,30864,0.5,4.2,NA,NA,8082.9,26.1515085,-97.4528374,26.1029227,-97.4789584,"99999","Not in a 2010 urban area",NA,9,NA,"Atlanta, GA",159942509,73697961,4042129,291,793247716,166451340,8879863,419212350,793247716
